last_name, first_name,player_id,year,pa,hit,single,double,triple,home_run,k_percent,bb_percent,batting_avg,xba,whiff_percent,swing_percent,hp_to_1b,sprint_speed
Kelenic, Jarred,672284,2023,416,94,56,25,2,11,31.7,9.9,.253,.264,33.8,46.8,4.35,28.0
Arias, Gabriel,672356,2023,345,66,41,15,0,10,32.8,8.1,.210,.230,37.5,55.5,4.44,28.0
Kirk, Alejandro,672386,2023,422,93,69,16,0,8,10.7,10,.250,.256,12.8,41.6,4.93,23.7
Diaz, Jordan,672478,2023,293,60,41,9,0,10,23.5,5.8,.221,.227,29.9,56,4.81,25.3
Moreno, Gabriel,672515,2023,380,97,70,19,1,7,19.7,7.6,.284,.266,19.7,42.4,4.4,27.2
Garcia, Maikel,672580,2023,515,126,98,20,4,4,22.3,7.4,.272,.274,19.5,43.1,4.44,28.2
Perdomo, Geraldo,672695,2023,495,100,70,20,4,6,17.4,12.9,.246,.204,15,39.1,4.45,27.2
Peraza, Oswald,672724,2023,191,33,23,8,0,2,26.2,6.8,.191,.222,33.1,49.5,4.39,28.7
Canario, Alexander,672744,2023,17,5,2,1,1,1,47.1,0,.294,.226,42.5,65.6,,25.8
Marcano, Tucupita,672779,2023,220,47,30,12,2,3,15.9,4.5,.233,.248,15,51.8,4.33,27.6
Sosa, Lenyn,672820,2023,173,33,21,6,0,6,23.1,2.9,.201,.254,24,53.2,4.62,27.6
Diaz, Yainer,673237,2023,377,100,55,22,0,23,19.6,2.9,.282,.285,27.6,58.6,4.43,27.6
Robert Jr., Luis,673357,2023,595,144,69,36,1,38,28.9,5,.264,.259,33.5,58.3,4.37,28.7
Kim, Ha-Seong,673490,2023,626,140,100,23,0,17,19.8,12,.260,.245,17.7,38.9,4.33,28.5
Suzuki, Seiya,673548,2023,583,147,90,31,6,20,22.3,10.1,.285,.283,21.3,40.9,4.34,28.5
Jung, Josh,673962,2023,515,127,78,25,1,23,29.3,5.8,.266,.260,29.7,51.8,4.59,26.8
Smith, Kevin,675656,2023,146,25,16,4,0,5,34.9,3.4,.185,.180,31.4,53.4,4.5,27.3
Williams, Alika,675961,2023,112,20,15,5,0,0,31.3,8,.198,.198,31.7,47.6,4.41,28.2
Smith-Njigba, Canaan,675986,2023,37,4,2,1,1,0,43.2,10.8,.125,.155,36.6,44.7,,26.4
Westburg, Jordan,676059,2023,228,54,32,17,2,3,24.6,7,.260,.260,25.8,48.7,4.35,28.9
Noda, Ryan,676116,2023,495,93,54,22,1,16,34.3,15.6,.229,.213,36.9,42.9,4.48,27.3
DeLuca, Jonny,676356,2023,45,11,8,1,0,2,17.8,6.7,.262,.217,25.8,55.7,4.25,29.7
Velázquez, Nelson,676369,2023,179,38,15,6,0,17,28.5,7.8,.235,.255,33.7,50.1,4.54,27.2
Clement, Ernie,676391,2023,52,19,16,1,1,1,7.7,1.9,.380,.327,10.1,57.4,4.24,28.4
Burleson, Alec,676475,2023,347,77,48,20,1,8,13,6.6,.244,.277,17.7,52,4.6,25.6
Barrero, Jose,676480,2023,149,29,19,8,0,2,29.5,10.1,.218,.219,35.2,50.2,4.53,27.5
Caballero, José,676609,2023,280,51,37,9,1,4,23.6,10,.221,.205,23,43.2,4.22,29.0
Madris, Bligh,676632,2023,30,4,3,1,0,0,23.3,13.3,.154,.197,31,49.6,,26.1
Meyers, Jake,676694,2023,341,70,43,16,1,10,25.8,7.6,.227,.213,26.9,48.3,4.32,29.2
Trejo, Alan,676701,2023,227,48,33,11,0,4,22.5,7,.232,.233,21.4,50.6,4.7,26.4
Young, Jared,676724,2023,47,8,3,0,3,2,27.7,6.4,.186,.191,31.5,52.9,,28.5
Lopez, Irving,676761,2023,12,0,0,0,0,0,41.7,0,.000,.100,33.3,51.9,,
McCormick, Chas,676801,2023,457,110,69,17,2,22,25.6,8.8,.273,.246,28.9,49.2,4.31,28.2
Schneider, Davis,676914,2023,141,32,11,12,1,8,30.5,14.9,.276,.214,37.3,39.1,4.47,27.4
Batten, Matthew,676946,2023,139,31,23,6,0,2,21.6,12.2,.258,.210,26.9,40,4.29,28.6
Kjerstad, Heston,677008,2023,33,7,4,1,0,2,30.3,6.1,.233,.268,36.2,46.8,,27.9
Paris, Kyren,677347,2023,46,4,4,0,0,0,37,8.7,.100,.168,35.8,50.3,,29.2
Franco, Wander,677551,2023,491,124,78,23,6,17,14.1,8.6,.281,.300,14.8,45.2,4.34,27.5
Rocchio, Brayan,677587,2023,86,20,14,6,0,0,31.4,4.7,.247,.184,32.6,54.7,4.38,27.4
Tena, José,677588,2023,34,7,5,2,0,0,38.2,8.8,.226,.172,29.9,42.4,,26.8
Pereira, Everson,677592,2023,103,14,10,4,0,0,38.8,7.8,.151,.214,43.1,52.6,4.38,28.0
Rodríguez, Julio,677594,2023,714,180,109,37,2,32,24.5,6.6,.275,.274,28.2,53.9,4.28,29.6
Mauricio, Ronny,677595,2023,108,25,19,4,0,2,28.7,6.5,.248,.242,30.9,54.9,4.4,27.7
Duran, Ezequiel,677649,2023,439,112,74,22,2,14,27.3,5.2,.276,.256,28.5,54,4.27,29.1
Abreu, Wilyer,677800,2023,85,24,16,6,0,2,27.1,10.6,.316,.268,31.7,44.6,,26.7
Adams, Jordyn,677941,2023,40,5,5,0,0,0,40,0,.128,.176,35.3,61.6,,29.2
Thomas, Alek,677950,2023,402,86,55,17,5,9,21.4,4.7,.230,.251,25,49.1,4.2,28.8
Witt Jr., Bobby,677951,2023,694,177,108,28,11,30,17.4,5.8,.276,.294,22.8,50.5,4.12,30.5
Meadows, Parker,678009,2023,145,29,20,4,2,3,25.5,11.7,.232,.251,24,42.8,4.21,29.0
Bae, Ji Hwan,678225,2023,371,77,56,17,2,2,24.8,8.1,.231,.222,24.3,47.6,4.05,29.7
Vargas, Miguel,678246,2023,304,50,24,15,4,7,20.1,12.5,.195,.210,22.3,44.4,4.32,27.9
Basabe, Osleivis,678545,2023,94,19,13,5,0,1,26.6,6.4,.218,.213,24.9,56.1,4.31,28.6
Mead, Curtis,678554,2023,92,21,16,3,1,1,22.8,7.6,.253,.223,24.6,49,4.68,26.7
Tovar, Ezequiel,678662,2023,615,147,91,37,4,15,27,4.1,.253,.248,31.3,59.7,4.38,28.1
Rafaela, Ceddanne,678882,2023,89,20,12,6,0,2,31.5,4.5,.241,.198,29,56.5,4.19,28.7
Peguero, Liover,678894,2023,213,47,35,4,1,7,31.5,5.2,.237,.228,29.1,51.7,4.32,29.3
Rojas, Johan,679032,2023,164,45,32,9,2,2,25.6,3,.302,.247,25.9,54.4,4.26,29.5
Torkelson, Spencer,679529,2023,684,141,75,34,1,31,25,9.8,.233,.251,24.7,46.2,4.6,27.4
Vavra, Terrin,679631,2023,56,12,12,0,0,0,21.4,8.9,.245,.259,27.7,52.8,,27.9
Loftin, Nick,679845,2023,68,20,14,5,1,0,17.6,5.9,.323,.254,21.4,46.8,4.54,27.2
Martínez, J.P.,679881,2023,44,9,7,1,0,1,36.4,4.5,.225,.182,33.3,48.6,,28.7
Blanco, Dairon,680118,2023,138,32,18,7,4,3,23.9,7.2,.258,.243,29.3,50.3,4.15,30.3
McLain, Matt,680574,2023,403,106,63,23,4,16,28.5,7.7,.290,.256,28,41.9,4.23,29.0
Palacios, Richie,680700,2023,102,24,12,6,0,6,10.8,5.9,.258,.243,14.5,45.6,4.14,28.0
Kwan, Steven,680757,2023,718,171,123,36,7,5,10.4,9.7,.268,.282,11.1,41.2,4.22,28.1
Duran, Jarren,680776,2023,362,98,54,34,2,8,24.9,6.6,.295,.268,24.3,51.5,4.15,29.5
Jeffers, Ryan,680777,2023,335,79,48,15,2,14,27.8,9.9,.276,.233,29.1,45.4,4.68,26.5
Davis, Henry,680779,2023,255,48,31,10,0,7,27.1,9.8,.213,.223,27,44.5,4.49,28.2
Burdick, Peyton,680814,2023,37,6,3,2,0,1,48.6,8.1,.182,.157,46.3,53.3,,27.8
Gelof, Zack,680869,2023,300,72,37,20,1,14,27.3,8.7,.267,.253,33.7,50.4,4.37,29.0
Miller, Owen,680911,2023,314,76,54,17,0,5,19.4,5.4,.261,.252,18.4,48.3,4.35,29.0
Donovan, Brendan,680977,2023,371,93,71,10,1,11,14.3,8.9,.284,.287,14.8,42.8,4.4,27.1
Stott, Bryson,681082,2023,640,164,115,32,2,15,15.6,6.1,.280,.267,15.1,45,4.23,28.8
Bride, Jonah,681146,2023,106,15,12,3,0,0,20.8,10.4,.170,.242,17.4,35,4.52,27.1
Cowser, Colton,681297,2023,77,7,5,2,0,0,28.6,16.9,.115,.206,26.5,40.4,4.23,27.9
O'Hoppe, Logan,681351,2023,199,43,23,6,0,14,24.1,7,.236,.257,32.1,51.5,4.47,27.9
Carpenter, Kerry,681481,2023,459,116,77,17,2,20,25.1,7,.278,.258,27,52.4,4.32,28.1
Outman, James,681546,2023,567,120,78,16,3,23,31.9,12,.248,.228,36.6,46,4.24,28.9
Villar, David,681584,2023,140,18,7,6,0,5,32.1,7.9,.145,.211,38.5,43,4.69,25.9
Fry, David,681807,2023,113,24,14,6,0,4,26.5,7.1,.238,.243,27.9,56.6,4.65,27.0
Capra, Vinny,681962,2023,21,3,2,1,0,0,23.8,9.5,.167,.188,24.1,34.9,,27.7
Eaton, Nate,681987,2023,56,4,4,0,0,0,37.5,3.6,.075,.177,35.9,49.5,4.3,29.5
Hensley, David,682073,2023,94,10,8,1,0,1,37.2,10.6,.119,.180,29.4,37.9,4.53,27.1
Porter, Logan,682515,2023,38,6,4,1,0,1,28.9,13.2,.194,.198,32.4,46.6,,26.9
Luciano, Marco,682617,2023,45,9,6,3,0,0,37.8,13.3,.231,.221,45.2,39.7,,27.1
Marte, Noelvi,682622,2023,123,36,26,7,0,3,20.3,6.5,.316,.295,26.3,47.1,4.3,29.1
Alvarez, Francisco,682626,2023,423,80,43,12,0,25,26,8,.209,.209,31.8,44.9,4.57,26.4
Matos, Luis,682641,2023,253,57,41,13,1,2,13,7.9,.250,.258,17.2,46.5,4.43,27.7
De La Cruz, Elly,682829,2023,427,91,56,15,7,13,33.7,8.2,.235,.240,29.7,45.5,4.13,30.5
Rodríguez, Endy,682848,2023,204,41,29,7,2,3,24,8.3,.220,.232,21.4,46.3,4.29,27.8
Abrams, CJ,682928,2023,614,138,86,28,6,18,19.2,5.2,.245,.247,22.3,53.5,4.22,28.6
Greene, Riley,682985,2023,416,109,75,19,4,11,27.4,8.4,.288,.289,28.2,46.8,4.26,28.1
Carroll, Corbin,682998,2023,645,161,96,30,10,25,19.4,8.8,.285,.268,21.5,45.8,4.08,30.1
Henderson, Gunnar,683002,2023,622,143,77,29,9,28,25.6,9,.255,.261,26.4,46.8,4.23,28.8
Volpe, Anthony,683011,2023,601,113,65,23,4,21,27.8,8.7,.209,.233,28.1,47.9,4.4,28.4
Stefanic, Michael,683021,2023,71,18,15,2,1,0,11.3,11.3,.290,.245,7,39.5,4.62,26.0
Baty, Brett,683146,2023,389,75,54,12,0,9,28,7.5,.212,.237,31.5,46.1,4.39,27.3
Vaughn, Andrew,683734,2023,615,146,93,30,2,21,21,5.9,.258,.252,24.1,47.5,4.79,25.5
Busch, Michael,683737,2023,81,12,7,3,0,2,33.3,9.9,.167,.182,30.2,47.9,4.46,26.9
Meckler, Wade,685133,2023,64,13,12,1,0,0,39.1,9.4,.232,.210,37.1,35.8,,29.4
Frelick, Sal,686217,2023,223,47,34,9,1,3,16.6,12.6,.246,.235,14.6,43.1,4.18,28.6
Millas, Drew,686452,2023,33,8,5,2,0,1,15.2,12.1,.286,.288,21.5,48.5,,28.5
Pasquantino, Vinnie,686469,2023,260,57,31,17,0,9,11.9,9.6,.247,.282,17.4,46.5,4.64,25.8
Canzone, Dominic,686527,2023,182,38,19,13,0,6,17.6,4.4,.220,.258,25.5,54.4,4.42,26.7
Lipcius, Andre,686531,2023,38,10,8,1,0,1,21.1,7.9,.286,.245,24.4,47.9,,25.0
Doyle, Brenton,686668,2023,431,81,50,16,5,10,35,5.1,.203,.200,35.7,52.6,4.23,29.9
Lee, Korey,686676,2023,70,5,3,1,0,1,28.6,7.1,.077,.189,31.4,54.8,4.48,28.0
Massey, Michael,686681,2023,461,98,64,18,1,15,21.5,5.2,.229,.260,22.4,52.1,4.44,27.3
Hopkins, TJ,686759,2023,44,7,7,0,0,0,38.6,4.5,.171,.179,34.6,44.8,4.35,28.9
Brennan, Will,686823,2023,455,115,86,24,0,5,12.5,3.5,.266,.286,18.2,56.6,4.33,28.3
Wiemer Jr., Joey,686894,2023,410,75,43,19,0,13,28.3,8.8,.204,.209,33.6,47.1,4.27,28.9
Grissom, Vaughn,687093,2023,80,21,17,3,1,0,18.8,2.5,.280,.278,20,55.4,4.54,27.2
Neto, Zach,687263,2023,329,65,39,17,0,9,23.4,6.1,.225,.226,28.5,47.9,4.44,27.7
Ortiz, Joey,687401,2023,34,7,6,1,0,0,26.5,0,.212,.248,22.8,50.9,,28.1
Horwitz, Spencer,687462,2023,44,10,7,2,0,1,27.3,9.1,.256,.219,28.4,47.9,,25.1
Marlowe, Cade,687799,2023,100,21,13,3,2,3,33,12,.239,.191,29.4,50.6,,28.9
Encarnacion-Strand, Christian,687952,2023,241,60,40,7,0,13,28.6,5.8,.270,.270,29.4,52.7,4.52,27.6
Wisely, Brett,689172,2023,131,21,14,5,0,2,30.5,6.9,.175,.181,31.3,51.8,4.31,27.9
Soderstrom, Tyler,691016,2023,138,20,16,1,0,3,31.2,8,.160,.212,32.9,49.7,4.59,25.7
Walker, Jordan,691023,2023,465,116,79,19,2,16,22.4,8,.276,.267,30,51.6,4.47,28.5
Winn, Masyn,691026,2023,137,21,17,2,0,2,19,7.3,.172,.214,21.6,43.4,4.24,29.2
Domínguez, Jasson,691176,2023,33,8,3,1,0,4,24.2,6.1,.258,.278,33.9,49.2,,28.3
Caminero, Junior,691406,2023,36,8,6,1,0,1,22.2,5.6,.235,.224,30.3,49.3,4.41,28.6
Crow-Armstrong, Pete,691718,2023,19,0,0,0,0,0,36.8,15.8,.000,.131,43.6,53.4,,29.9
Lawlar, Jordan,691783,2023,34,4,4,0,0,0,32.4,5.9,.129,.140,32.3,46.3,4.2,30.0
Colás, Oscar,693049,2023,263,53,39,9,0,5,27,4.6,.216,.225,31.8,53.9,4.43,27.0
Gonzales, Nick,693304,2023,128,24,13,8,1,2,28.1,4.7,.209,.201,32.4,52.6,4.37,28.8
Schanuel, Nolan,694384,2023,132,30,26,3,0,1,14.4,15.2,.275,.280,17.6,41.7,4.37,26.8
Carter, Evan,694497,2023,75,19,9,4,1,5,32,16,.306,.249,30.2,34.5,4.12,29.6
Goodman, Hunter,696100,2023,77,14,6,4,3,1,31.2,6.5,.200,.211,38,48.5,4.51,27.6
Young, Jacob,696285,2023,121,27,19,7,1,0,18.2,8.3,.252,.234,20.5,46.1,4.15,30.0
Yoshida, Masataka,807799,2023,580,155,104,33,3,15,14,5.9,.289,.273,18.3,43.3,4.36,26.2
